"miles","passengers","delay","inflight_meal","inflight_entertainment","inflight_wifi","day_of_week","redeye","weekend","coach_price","firstclass_price","hours","new_miles","new_passengers","new_coach_price","new_firstclass_price"
2122,208,8,"No","Yes","Yes","Saturday","No","Yes",425.7,1635.25,4,12137,10223,10440.7,11650.25
1871,218,0,"Yes","Yes","Yes","Monday","No","No",348.645,1291.81,3,11886,10233,10363.645,11306.81
629,208,9,"No","Yes","Yes","Tuesday","No","No",345.105,1269.36,1,10644,10223,10360.105,11284.36
3935,207,5,"Yes","Yes","Yes","Saturday","No","Yes",503.935,1672.48,7,13950,10222,10518.935,11687.48
2784,214,9,"No","Yes","Yes","Wednesday","No","No",298.23,1377.8,5,12799,10229,10313.23,11392.8
1440,200,9,"No","No","Yes","Tuesday","No","No",155.03,1172.35,3,11455,10215,10170.03,11187.35
580,214,11,"No","No","Yes","Tuesday","No","No",235.19,1129.9,1,10595,10229,10250.19,11144.9
1615,201,10,"No","Yes","Yes","Monday","No","No",326.765,1273.57,3,11630,10216,10341.765,11288.57
2235,177,10,"No","Yes","Yes","Friday","Yes","Yes",320.375,1521.31,4,12250,10192,10335.375,11536.31
2323,201,20,"No","Yes","Yes","Sunday","No","Yes",453.645,1644.3,4,12338,10216,10468.645,11659.3
709,205,12,"No","Yes","Yes","Wednesday","No","No",271.305,1163,1,10724,10220,10286.305,11178
708,197,12,"No","Yes","Yes","Tuesday","No","No",356.49,1231.54,1,10723,10212,10371.49,11246.54
1817,210,10,"Yes","Yes","Yes","Saturday","No","Yes",448.185,1558.48,3,11832,10225,10463.185,11573.48
3131,204,12,"No","Yes","Yes","Saturday","No","Yes",452.125,1631.63,6,13146,10219,10467.125,11646.63
2147,216,0,"No","Yes","Yes","Saturday","No","Yes",470.375,1544.73,4,12162,10231,10485.375,11559.73
1766,155,8,"No","Yes","Yes","Sunday","Yes","Yes",291.93,1604.74,3,11781,10170,10306.93,11619.74
2528,198,13,"No","Yes","Yes","Saturday","No","Yes",452.62,1604.54,5,12543,10213,10467.62,11619.54
3912,204,10,"Yes","Yes","Yes","Saturday","No","Yes",424.15,1711.5,7,13927,10219,10439.15,11726.5
923,219,12,"No","Yes","Yes","Sunday","No","Yes",404.495,1569.3,2,10938,10234,10419.495,11584.3
1835,203,10,"Yes","Yes","Yes","Friday","No","Yes",394.105,1597.89,3,11850,10218,10409.105,11612.89
737,210,7,"No","Yes","Yes","Thursday","No","No",323.725,1181.39,1,10752,10225,10338.725,11196.39
2523,205,35,"No","Yes","Yes","Friday","No","Yes",460.885,1481.98,5,12538,10220,10475.885,11496.98
2664,202,19,"Yes","Yes","Yes","Saturday","No","Yes",429.41,1661.3,5,12679,10217,10444.41,11676.3
1341,206,0,"No","Yes","Yes","Sunday","No","Yes",405.545,1552.98,2,11356,10221,10420.545,11567.98
2292,211,12,"No","Yes","Yes","Sunday","No","Yes",451.36,1541.98,4,12307,10226,10466.36,11556.98
3866,213,28,"No","Yes","Yes","Saturday","No","Yes",460.78,1692.75,7,13881,10228,10475.78,11707.75
2382,209,10,"No","Yes","Yes","Sunday","No","Yes",436.33,1663.66,4,12397,10224,10451.33,11678.66
1174,235,9,"No","Yes","Yes","Sunday","No","Yes",416.28,1432.55,2,11189,10250,10431.28,11447.55
2579,210,0,"No","No","No","Saturday","No","Yes",278.635,1509,5,12594,10225,10293.635,11524
678,203,10,"Yes","Yes","No","Thursday","No","No",262.2,1119.58,1,10693,10218,10277.2,11134.58
1783,205,8,"Yes","Yes","Yes","Thursday","No","No",365.475,1346.65,3,11798,10220,10380.475,11361.65
2375,221,10,"No","No","Yes","Sunday","No","Yes",370.685,1540.2,4,12390,10236,10385.685,11555.2
910,222,10,"No","Yes","Yes","Thursday","No","No",333.7,1245.56,2,10925,10237,10348.7,11260.56
2336,217,8,"No","Yes","Yes","Tuesday","No","No",302.69,1320.72,4,12351,10232,10317.69,11335.72
1639,204,13,"Yes","Yes","Yes","Friday","No","Yes",436.775,1540.79,3,11654,10219,10451.775,11555.79
2701,210,0,"No","Yes","Yes","Saturday","No","Yes",483.225,1625.02,5,12716,10225,10498.225,11640.02
2197,213,9,"Yes","Yes","Yes","Friday","No","Yes",517.145,1650.64,4,12212,10228,10532.145,11665.64
934,203,14,"Yes","Yes","Yes","Saturday","No","Yes",433.68,1514.18,2,10949,10218,10448.68,11529.18
2461,212,8,"Yes","Yes","Yes","Tuesday","No","No",388.415,1346.07,4,12476,10227,10403.415,11361.07
1963,209,29,"No","Yes","Yes","Sunday","No","Yes",392.895,1511.47,4,11978,10224,10407.895,11526.47
596,200,0,"No","Yes","Yes","Sunday","No","Yes",387.66,1526.35,1,10611,10215,10402.66,11541.35
1438,225,0,"No","Yes","Yes","Wednesday","No","No",372.93,1292.52,3,11453,10240,10387.93,11307.52
4088,221,12,"Yes","Yes","Yes","Friday","No","Yes",490.1,1667.19,7,14103,10236,10505.1,11682.19
766,206,12,"No","No","Yes","Saturday","No","Yes",358.12,1450.06,1,10781,10221,10373.12,11465.06
1346,220,13,"No","No","Yes","Friday","No","Yes",317.25,1520.42,2,11361,10235,10332.25,11535.42
1782,211,9,"No","Yes","Yes","Sunday","No","Yes",403.05,1493.68,3,11797,10226,10418.05,11508.68
1496,216,12,"No","Yes","Yes","Friday","No","Yes",387.09,1568.11,3,11511,10231,10402.09,11583.11
870,216,13,"No","Yes","Yes","Sunday","No","Yes",411.88,1471.25,2,10885,10231,10426.88,11486.25
2500,213,11,"No","Yes","Yes","Tuesday","No","No",338.42,1293.35,5,12515,10228,10353.42,11308.35
4068,214,9,"No","Yes","Yes","Wednesday","No","No",346.77,1364.2,7,14083,10229,10361.77,11379.2
3932,210,32,"No","Yes","Yes","Friday","No","Yes",477.48,1773.3,7,13947,10225,10492.48,11788.3
2402,168,11,"No","No","Yes","Sunday","Yes","Yes",275.36,1537.59,4,12417,10183,10290.36,11552.59
2160,228,26,"No","Yes","Yes","Friday","No","Yes",418.43,1615.86,4,12175,10243,10433.43,11630.86
1213,221,10,"No","Yes","Yes","Thursday","No","No",325.945,1247.79,2,11228,10236,10340.945,11262.79
1728,214,40,"No","Yes","Yes","Friday","No","Yes",427.85,1578.94,3,11743,10229,10442.85,11593.94
1220,217,9,"Yes","No","Yes","Saturday","No","Yes",382.48,1532.16,2,11235,10232,10397.48,11547.16
2283,176,9,"Yes","Yes","Yes","Wednesday","Yes","No",283.505,1269.83,4,12298,10191,10298.505,11284.83
2323,206,11,"No","Yes","Yes","Friday","No","Yes",392.585,1515.32,4,12338,10221,10407.585,11530.32
1517,209,8,"Yes","Yes","Yes","Sunday","No","Yes",464.515,1562.18,3,11532,10224,10479.515,11577.18
702,209,35,"Yes","Yes","Yes","Friday","No","Yes",443.05,1467.04,1,10717,10224,10458.05,11482.04
916,215,12,"Yes","No","Yes","Wednesday","No","No",260.03,1236.92,2,10931,10230,10275.03,11251.92
2383,209,31,"Yes","Yes","Yes","Friday","No","Yes",450.525,1505.3,4,12398,10224,10465.525,11520.3
4304,227,8,"No","No","Yes","Sunday","No","Yes",463.54,1573.2,8,14319,10242,10478.54,11588.2
2094,153,10,"No","Yes","Yes","Monday","Yes","No",283.05,1236.74,4,12109,10168,10298.05,11251.74
1323,211,8,"No","Yes","Yes","Saturday","No","Yes",430.305,1536.75,2,11338,10226,10445.305,11551.75
1051,218,8,"No","No","Yes","Sunday","No","Yes",331.595,1447.31,2,11066,10233,10346.595,11462.31
1109,209,10,"No","Yes","Yes","Monday","No","No",312.455,1176.45,2,11124,10224,10327.455,11191.45
4289,199,12,"Yes","Yes","Yes","Friday","No","Yes",466.505,1685,8,14304,10214,10481.505,11700
1471,206,0,"No","Yes","Yes","Sunday","No","Yes",419.575,1471.99,3,11486,10221,10434.575,11486.99
2380,206,15,"No","No","Yes","Tuesday","No","No",225.89,1134.69,4,12395,10221,10240.89,11149.69
2393,211,12,"Yes","Yes","Yes","Sunday","No","Yes",475.785,1598.69,4,12408,10226,10490.785,11613.69
2596,221,10,"No","Yes","Yes","Tuesday","No","No",353.63,1245.37,5,12611,10236,10368.63,11260.37
1889,214,6,"No","Yes","Yes","Sunday","No","Yes",452.415,1529.42,3,11904,10229,10467.415,11544.42
2215,200,8,"No","No","No","Saturday","No","Yes",268.595,1441.28,4,12230,10215,10283.595,11456.28
2906,207,27,"No","Yes","Yes","Saturday","No","Yes",485.83,1590.84,5,12921,10222,10500.83,11605.84
873,219,8,"No","Yes","Yes","Saturday","No","Yes",429.275,1547.47,2,10888,10234,10444.275,11562.47
1565,209,14,"Yes","No","Yes","Sunday","No","Yes",378.595,1517.83,3,11580,10224,10393.595,11532.83
3935,225,10,"No","Yes","No","Saturday","No","Yes",319.065,1576.54,7,13950,10240,10334.065,11591.54
1972,218,13,"No","Yes","Yes","Friday","No","Yes",424.09,1599.86,4,11987,10233,10439.09,11614.86
2480,195,11,"No","Yes","Yes","Monday","No","No",307.37,1353.21,5,12495,10210,10322.37,11368.21
2523,222,0,"Yes","Yes","Yes","Monday","No","No",343.415,1346.41,5,12538,10237,10358.415,11361.41
1788,212,10,"Yes","Yes","Yes","Saturday","No","Yes",468.84,1573.09,3,11803,10227,10483.84,11588.09
937,217,30,"Yes","No","Yes","Sunday","No","Yes",375.425,1345.48,2,10952,10232,10390.425,11360.48
4176,203,12,"No","Yes","No","Tuesday","No","No",292.96,1358.76,8,14191,10218,10307.96,11373.76
3813,201,8,"Yes","No","Yes","Sunday","No","Yes",380.255,1602.39,7,13828,10216,10395.255,11617.39
3241,206,10,"Yes","Yes","Yes","Friday","No","Yes",470.415,1689.87,6,13256,10221,10485.415,11704.87
1116,219,11,"No","No","Yes","Tuesday","No","No",240.96,1115.75,2,11131,10234,10255.96,11130.75
798,210,10,"No","Yes","No","Saturday","No","Yes",356.45,1399.45,1,10813,10225,10371.45,11414.45
3952,204,9,"No","Yes","Yes","Saturday","No","Yes",475.23,1720.84,7,13967,10219,10490.23,11735.84
616,210,36,"No","Yes","Yes","Friday","No","Yes",352.66,1581.75,1,10631,10225,10367.66,11596.75
773,205,24,"No","Yes","Yes","Saturday","No","Yes",428.125,1477.56,1,10788,10220,10443.125,11492.56
1942,153,9,"Yes","Yes","Yes","Sunday","Yes","Yes",354.91,1599.64,4,11957,10168,10369.91,11614.64
1903,200,13,"Yes","No","Yes","Friday","No","Yes",374.125,1502.23,3,11918,10215,10389.125,11517.23
4280,204,0,"No","Yes","Yes","Friday","No","Yes",482.38,1650.96,8,14295,10219,10497.38,11665.96
1588,218,13,"No","Yes","No","Wednesday","No","No",201.99,1239.42,3,11603,10233,10216.99,11254.42
2789,199,8,"No","Yes","Yes","Saturday","No","Yes",505.925,1652.3,5,12804,10214,10520.925,11667.3
1832,205,10,"No","Yes","Yes","Saturday","No","Yes",403.6,1626.98,3,11847,10220,10418.6,11641.98
2804,203,12,"No","Yes","Yes","Friday","No","Yes",404.67,1615.26,5,12819,10218,10419.67,11630.26
2588,194,10,"No","No","Yes","Saturday","No","Yes",402.95,1477.92,5,12603,10209,10417.95,11492.92
2218,209,9,"No","Yes","Yes","Wednesday","No","No",385.33,1335.88,4,12233,10224,10400.33,11350.88
2045,198,10,"No","No","Yes","Sunday","No","Yes",334.525,1445.63,4,12060,10213,10349.525,11460.63
2366,203,31,"Yes","Yes","Yes","Friday","No","Yes",469.71,1645.34,4,12381,10218,10484.71,11660.34
841,212,12,"Yes","No","Yes","Saturday","No","Yes",381.275,1511.42,2,10856,10227,10396.275,11526.42
1537,181,10,"No","Yes","Yes","Saturday","No","Yes",420.655,1516.75,3,11552,10196,10435.655,11531.75
2509,212,20,"No","No","Yes","Wednesday","No","No",304.185,1267.13,5,12524,10227,10319.185,11282.13
1184,204,10,"No","Yes","Yes","Monday","No","No",360.66,1223.94,2,11199,10219,10375.66,11238.94
1705,206,12,"No","Yes","Yes","Friday","No","Yes",415.935,1567.78,3,11720,10221,10430.935,11582.78
1749,212,23,"No","No","Yes","Friday","No","Yes",286.815,1492.04,3,11764,10227,10301.815,11507.04
2461,208,0,"Yes","No","Yes","Sunday","No","Yes",326.105,1539.49,4,12476,10223,10341.105,11554.49
1818,217,10,"Yes","No","Yes","Saturday","No","Yes",351.16,1584.49,3,11833,10232,10366.16,11599.49
2200,162,11,"No","Yes","Yes","Friday","Yes","Yes",363.31,1549.98,4,12215,10177,10378.31,11564.98
637,161,13,"Yes","Yes","Yes","Saturday","Yes","Yes",330.475,1490.23,1,10652,10176,10345.475,11505.23
566,211,18,"No","Yes","Yes","Wednesday","No","No",364.76,1123.24,1,10581,10226,10379.76,11138.24
1483,199,12,"No","No","Yes","Tuesday","No","No",238.335,1169.44,3,11498,10214,10253.335,11184.44
756,213,11,"No","Yes","Yes","Monday","No","No",322.18,1220.82,1,10771,10228,10337.18,11235.82
568,209,10,"Yes","No","Yes","Wednesday","No","No",262.17,1113.14,1,10583,10224,10277.17,11128.14
3897,212,10,"Yes","Yes","Yes","Friday","No","Yes",498.875,1761.71,7,13912,10227,10513.875,11776.71
3895,211,0,"No","Yes","Yes","Sunday","No","Yes",431.805,1755.18,7,13910,10226,10446.805,11770.18
2036,211,10,"Yes","Yes","Yes","Friday","No","Yes",430.92,1576.29,4,12051,10226,10445.92,11591.29
2824,209,9,"Yes","No","Yes","Friday","No","Yes",398.63,1513.33,5,12839,10224,10413.63,11528.33
2115,209,11,"No","No","Yes","Sunday","No","Yes",333.725,1516.29,4,12130,10224,10348.725,11531.29
1678,200,19,"Yes","Yes","Yes","Wednesday","No","No",380.78,1244.71,3,11693,10215,10395.78,11259.71
662,224,13,"No","Yes","Yes","Monday","No","No",253.05,1252.11,1,10677,10239,10268.05,11267.11
2393,204,7,"No","Yes","Yes","Tuesday","No","No",361.795,1357.21,4,12408,10219,10376.795,11372.21
4020,204,12,"Yes","No","No","Sunday","No","Yes",380.9,1536.94,7,14035,10219,10395.9,11551.94
1907,200,12,"No","Yes","Yes","Thursday","No","No",271.365,1284.96,3,11922,10215,10286.365,11299.96
1517,217,5,"Yes","Yes","No","Saturday","No","Yes",342.485,1491.65,3,11532,10232,10357.485,11506.65
3060,206,13,"No","Yes","Yes","Sunday","No","Yes",468.41,1708.68,6,13075,10221,10483.41,11723.68
2266,214,0,"No","Yes","Yes","Saturday","No","Yes",401.1,1539.21,4,12281,10229,10416.1,11554.21
1454,198,9,"No","Yes","No","Thursday","No","No",272.4,1198.96,3,11469,10213,10287.4,11213.96
615,216,33,"No","Yes","Yes","Sunday","No","Yes",347.915,1433.3,1,10630,10231,10362.915,11448.3
2197,210,0,"No","Yes","Yes","Monday","No","No",353.505,1279.25,4,12212,10225,10368.505,11294.25
1299,214,31,"No","Yes","Yes","Saturday","No","Yes",444.455,1598.79,2,11314,10229,10459.455,11613.79
567,210,11,"No","Yes","Yes","Friday","No","Yes",350.495,1518.81,1,10582,10225,10365.495,11533.81
1800,201,23,"No","Yes","Yes","Thursday","No","No",320.54,1256.22,3,11815,10216,10335.54,11271.22
3976,219,7,"No","Yes","Yes","Saturday","No","Yes",459.96,1668.32,7,13991,10234,10474.96,11683.32
1734,214,29,"Yes","No","Yes","Friday","No","Yes",362.13,1499.15,3,11749,10229,10377.13,11514.15
2651,157,8,"No","Yes","Yes","Sunday","Yes","Yes",346.575,1575,5,12666,10172,10361.575,11590
2084,165,8,"Yes","Yes","No","Friday","Yes","Yes",295.6,1566.75,4,12099,10180,10310.6,11581.75
2939,211,8,"No","Yes","Yes","Sunday","No","Yes",478.645,1630.5,5,12954,10226,10493.645,11645.5
493,205,9,"Yes","No","Yes","Saturday","No","Yes",350.195,1448.42,1,10508,10220,10365.195,11463.42
2467,212,9,"Yes","Yes","Yes","Tuesday","No","No",316.855,1252.1,4,12482,10227,10331.855,11267.1
768,214,11,"Yes","Yes","Yes","Wednesday","No","No",267.46,1210.89,1,10783,10229,10282.46,11225.89
662,204,10,"No","No","Yes","Friday","No","Yes",244.65,1397.6,1,10677,10219,10259.65,11412.6
1136,208,10,"No","Yes","Yes","Sunday","No","Yes",401.73,1496.84,2,11151,10223,10416.73,11511.84
2213,219,14,"No","Yes","Yes","Saturday","No","Yes",450.455,1603.5,4,12228,10234,10465.455,11618.5
2016,199,12,"No","Yes","Yes","Saturday","No","Yes",416.31,1553.07,4,12031,10214,10431.31,11568.07
1851,210,12,"Yes","Yes","Yes","Saturday","No","Yes",384.965,1623.59,3,11866,10225,10399.965,11638.59
2477,159,12,"No","Yes","Yes","Monday","Yes","No",314.185,1332.7,5,12492,10174,10329.185,11347.7
1134,201,9,"No","Yes","Yes","Saturday","No","Yes",409.05,1511.04,2,11149,10216,10424.05,11526.04
2160,215,9,"Yes","Yes","Yes","Monday","No","No",290.52,1284.39,4,12175,10230,10305.52,11299.39
2430,220,11,"No","Yes","Yes","Tuesday","No","No",401.66,1298.66,4,12445,10235,10416.66,11313.66
2080,174,11,"No","Yes","Yes","Thursday","Yes","No",286.31,1306.53,4,12095,10189,10301.31,11321.53
1671,206,10,"Yes","Yes","Yes","Sunday","No","Yes",450.295,1546.79,3,11686,10221,10465.295,11561.79
867,211,13,"Yes","Yes","Yes","Tuesday","No","No",300.335,1202.84,2,10882,10226,10315.335,11217.84
2062,216,10,"Yes","Yes","Yes","Sunday","No","Yes",412.81,1563.89,4,12077,10231,10427.81,11578.89
756,215,10,"Yes","No","Yes","Friday","No","Yes",320.72,1472.7,1,10771,10230,10335.72,11487.7
438,205,8,"Yes","Yes","Yes","Saturday","No","Yes",406.31,1520.16,1,10453,10220,10421.31,11535.16
1053,213,0,"No","Yes","No","Saturday","No","Yes",378.435,1440.88,2,11068,10228,10393.435,11455.88
637,205,13,"Yes","Yes","Yes","Saturday","No","Yes",441.925,1501.96,1,10652,10220,10456.925,11516.96
1609,213,9,"Yes","Yes","Yes","Saturday","No","Yes",467.595,1607.81,3,11624,10228,10482.595,11622.81
2512,213,32,"No","Yes","Yes","Friday","No","Yes",418.42,1519.1,5,12527,10228,10433.42,11534.1
2102,204,10,"Yes","Yes","No","Sunday","No","Yes",405.97,1581.73,4,12117,10219,10420.97,11596.73
3900,206,10,"No","Yes","Yes","Wednesday","No","No",394.57,1407.58,7,13915,10221,10409.57,11422.58
737,192,7,"No","Yes","Yes","Friday","No","Yes",358.255,1455.59,1,10752,10207,10373.255,11470.59
2085,200,19,"No","No","Yes","Tuesday","No","No",288.575,1156.07,4,12100,10215,10303.575,11171.07
2484,222,21,"Yes","Yes","Yes","Sunday","No","Yes",449.86,1635.79,5,12499,10237,10464.86,11650.79
1963,205,9,"No","Yes","Yes","Friday","No","Yes",440.835,1561.82,4,11978,10220,10455.835,11576.82
2126,214,10,"No","Yes","Yes","Sunday","No","Yes",418.79,1579.45,4,12141,10229,10433.79,11594.45
1986,218,9,"No","Yes","Yes","Tuesday","No","No",335.03,1278.2,4,12001,10233,10350.03,11293.2
773,208,19,"No","Yes","Yes","Sunday","No","Yes",350.635,1416.25,1,10788,10223,10365.635,11431.25
871,154,10,"Yes","Yes","Yes","Saturday","Yes","Yes",399.685,1520.82,2,10886,10169,10414.685,11535.82
742,214,9,"No","No","Yes","Saturday","No","Yes",298.27,1482.81,1,10757,10229,10313.27,11497.81
665,208,21,"No","Yes","Yes","Saturday","No","Yes",408.455,1566.39,1,10680,10223,10423.455,11581.39
3752,192,0,"No","No","Yes","Saturday","No","Yes",461.73,1647.82,7,13767,10207,10476.73,11662.82
1753,214,14,"Yes","Yes","No","Friday","No","Yes",353.665,1509.77,3,11768,10229,10368.665,11524.77
700,212,11,"No","No","No","Saturday","No","Yes",251.3,1394.2,1,10715,10227,10266.3,11409.2
620,202,6,"No","Yes","Yes","Tuesday","No","No",282.28,1233.06,1,10635,10217,10297.28,11248.06
666,196,13,"No","Yes","Yes","Tuesday","No","No",322.89,1315.08,1,10681,10211,10337.89,11330.08
2555,211,10,"No","Yes","Yes","Tuesday","No","No",344.055,1236.98,5,12570,10226,10359.055,11251.98
4339,216,8,"No","Yes","Yes","Friday","No","Yes",474.785,1729.01,8,14354,10231,10489.785,11744.01
1191,211,9,"No","Yes","Yes","Friday","No","Yes",361.115,1582.22,2,11206,10226,10376.115,11597.22
2720,213,11,"No","Yes","Yes","Wednesday","No","No",439.09,1330.33,5,12735,10228,10454.09,11345.33
2282,219,8,"Yes","Yes","Yes","Saturday","No","Yes",494.81,1624.18,4,12297,10234,10509.81,11639.18
664,208,9,"No","Yes","No","Friday","No","Yes",348.83,1450.04,1,10679,10223,10363.83,11465.04
3991,222,8,"No","Yes","No","Saturday","No","Yes",421.355,1577.23,7,14006,10237,10436.355,11592.23
1539,175,15,"No","Yes","Yes","Friday","Yes","Yes",322.305,1537.82,3,11554,10190,10337.305,11552.82
3934,219,11,"Yes","Yes","Yes","Saturday","No","Yes",527.32,1794.93,7,13949,10234,10542.32,11809.93
2470,196,9,"No","Yes","Yes","Wednesday","No","No",415.31,1275.38,4,12485,10211,10430.31,11290.38
3036,167,13,"No","No","Yes","Thursday","Yes","No",210.75,1266.06,6,13051,10182,10225.75,11281.06
2182,217,11,"No","No","Yes","Saturday","No","Yes",400.88,1464.06,4,12197,10232,10415.88,11479.06
777,204,10,"Yes","Yes","Yes","Monday","No","No",357.415,1305.41,1,10792,10219,10372.415,11320.41
1912,194,12,"Yes","No","Yes","Tuesday","No","No",284.19,1107.05,3,11927,10209,10299.19,11122.05
1591,213,0,"Yes","Yes","Yes","Sunday","No","Yes",443.835,1513.88,3,11606,10228,10458.835,11528.88
2559,208,9,"No","Yes","Yes","Saturday","No","Yes",435.535,1505.74,5,12574,10223,10450.535,11520.74
2212,205,0,"Yes","No","Yes","Monday","No","No",274.62,1300.1,4,12227,10220,10289.62,11315.1
2312,207,10,"No","Yes","Yes","Friday","No","Yes",439.75,1613.92,4,12327,10222,10454.75,11628.92
2666,208,10,"No","Yes","Yes","Saturday","No","Yes",419.89,1712.25,5,12681,10223,10434.89,11727.25
1722,220,8,"No","Yes","Yes","Friday","No","Yes",395.14,1566.79,3,11737,10235,10410.14,11581.79
895,171,7,"Yes","Yes","Yes","Friday","Yes","Yes",356.675,1554.56,2,10910,10186,10371.675,11569.56
2115,205,47,"No","Yes","Yes","Wednesday","No","No",354.445,1341.3,4,12130,10220,10369.445,11356.3
1633,205,15,"Yes","Yes","Yes","Sunday","No","Yes",425.765,1667.24,3,11648,10220,10440.765,11682.24
2017,208,0,"No","Yes","Yes","Tuesday","No","No",291.495,1284.44,4,12032,10223,10306.495,11299.44
3879,195,10,"Yes","No","Yes","Wednesday","No","No",330.415,1299.56,7,13894,10210,10345.415,11314.56
2571,179,11,"No","Yes","Yes","Monday","Yes","No",262.855,1345.83,5,12586,10194,10277.855,11360.83
1418,210,35,"No","Yes","Yes","Thursday","No","No",375.43,1307.72,3,11433,10225,10390.43,11322.72
1101,217,7,"No","Yes","Yes","Monday","No","No",365.945,1154.34,2,11116,10232,10380.945,11169.34
1849,201,13,"No","No","Yes","Monday","No","No",292.475,1240.21,3,11864,10216,10307.475,11255.21
2306,223,30,"Yes","Yes","Yes","Thursday","No","No",379.2,1364.06,4,12321,10238,10394.2,11379.06
2353,208,29,"No","Yes","Yes","Monday","No","No",394.625,1244.47,4,12368,10223,10409.625,11259.47
2915,212,10,"Yes","Yes","Yes","Sunday","No","Yes",466.185,1619.9,5,12930,10227,10481.185,11634.9
1834,201,12,"No","Yes","No","Saturday","No","Yes",365.33,1602.41,3,11849,10216,10380.33,11617.41
2364,198,12,"No","Yes","No","Tuesday","No","No",301.67,1219.29,4,12379,10213,10316.67,11234.29
3835,196,6,"No","Yes","Yes","Sunday","No","Yes",471.795,1688.45,7,13850,10211,10486.795,11703.45
2157,203,12,"No","Yes","Yes","Sunday","No","Yes",464.915,1541.63,4,12172,10218,10479.915,11556.63
1971,190,12,"No","No","No","Tuesday","No","No",196.515,1106.73,4,11986,10205,10211.515,11121.73
739,216,9,"No","Yes","Yes","Sunday","No","Yes",407.805,1412.42,1,10754,10231,10422.805,11427.42
4218,218,8,"No","No","Yes","Monday","No","No",296.37,1191.88,8,14233,10233,10311.37,11206.88
1612,220,11,"No","Yes","Yes","Thursday","No","No",321.17,1180.11,3,11627,10235,10336.17,11195.11
2502,215,11,"Yes","Yes","Yes","Monday","No","No",354.78,1282.45,5,12517,10230,10369.78,11297.45
1615,215,10,"Yes","Yes","Yes","Saturday","No","Yes",442.545,1603.27,3,11630,10230,10457.545,11618.27
719,177,7,"No","Yes","Yes","Monday","Yes","No",244.685,1193.02,1,10734,10192,10259.685,11208.02
1235,202,6,"Yes","Yes","Yes","Friday","No","Yes",412.365,1640.76,2,11250,10217,10427.365,11655.76
643,210,7,"No","No","Yes","Sunday","No","Yes",274.965,1384.55,1,10658,10225,10289.965,11399.55
2632,208,9,"Yes","No","Yes","Wednesday","No","No",300.47,1330.45,5,12647,10223,10315.47,11345.45
1896,210,4,"Yes","Yes","Yes","Saturday","No","Yes",428.61,1540.85,3,11911,10225,10443.61,11555.85
1380,202,9,"No","Yes","Yes","Thursday","No","No",324.55,1230.63,3,11395,10217,10339.55,11245.63
1202,213,13,"No","Yes","Yes","Wednesday","No","No",249.58,1267.58,2,11217,10228,10264.58,11282.58
2931,217,0,"No","Yes","Yes","Sunday","No","Yes",458.055,1631.23,5,12946,10232,10473.055,11646.23
2175,214,14,"Yes","No","Yes","Tuesday","No","No",251.715,1224.12,4,12190,10229,10266.715,11239.12
2156,212,9,"Yes","No","Yes","Sunday","No","Yes",392.61,1512.37,4,12171,10227,10407.61,11527.37
972,213,8,"Yes","Yes","Yes","Sunday","No","Yes",493.71,1465.77,2,10987,10228,10508.71,11480.77
792,205,11,"No","No","Yes","Thursday","No","No",210,1111.56,1,10807,10220,10225,11126.56
692,151,11,"No","No","Yes","Sunday","Yes","Yes",247.59,1433.77,1,10707,10166,10262.59,11448.77
2106,210,30,"Yes","Yes","Yes","Thursday","No","No",340.77,1304.66,4,12121,10225,10355.77,11319.66
908,210,12,"No","Yes","Yes","Saturday","No","Yes",411.55,1606.4,2,10923,10225,10426.55,11621.4
3013,204,0,"No","Yes","Yes","Sunday","No","Yes",442.255,1622.1,5,13028,10219,10457.255,11637.1
531,208,8,"No","No","Yes","Tuesday","No","No",261.225,1136.51,1,10546,10223,10276.225,11151.51
1920,222,35,"Yes","No","Yes","Saturday","No","Yes",362.41,1525.84,3,11935,10237,10377.41,11540.84
2567,196,0,"Yes","Yes","Yes","Monday","No","No",372.695,1211.77,5,12582,10211,10387.695,11226.77
1855,224,10,"Yes","No","Yes","Tuesday","No","No",259.915,1205.42,3,11870,10239,10274.915,11220.42
2621,193,7,"No","Yes","Yes","Friday","No","Yes",475.875,1543.85,5,12636,10208,10490.875,11558.85
1034,210,6,"No","Yes","Yes","Monday","No","No",293.2,1212.92,2,11049,10225,10308.2,11227.92
1712,221,13,"No","Yes","No","Sunday","No","Yes",396.34,1509.54,3,11727,10236,10411.34,11524.54
1075,210,8,"Yes","No","Yes","Wednesday","No","No",265.075,1154.29,2,11090,10225,10280.075,11169.29
1761,200,10,"Yes","Yes","Yes","Sunday","No","Yes",433.045,1606.93,3,11776,10215,10448.045,11621.93
800,208,9,"No","Yes","No","Thursday","No","No",284.2,1168.44,1,10815,10223,10299.2,11183.44
