miles,passengers,delay,inflight_meal,inflight_entertainment,inflight_wifi,day_of_week,redeye,weekend,coach_price,firstclass_price,hours
2009,205,22,No,Yes,Yes,Monday,No,No,327.795,1337.23,4
1992,201,15,Yes,Yes,Yes,Sunday,No,Yes,478.7,1597.88,4
1374,151,27,No,Yes,Yes,Saturday,Yes,Yes,301.17,1511.93,2
2125,214,21,No,Yes,Yes,Wednesday,No,No,414.185,1344.6,4
4072,221,19,No,Yes,Yes,Sunday,No,Yes,537.93,1684.56,7
1928,211,19,Yes,Yes,Yes,Monday,No,No,381.61,1356.63,4
4087,223,18,No,Yes,Yes,Monday,No,No,385.435,1367.03,7
1227,217,29,Yes,Yes,Yes,Sunday,No,Yes,425.755,1604.11,2
4255,200,31,Yes,Yes,Yes,Monday,No,No,413.645,1487.39,8
900,205,14,Yes,Yes,No,Sunday,No,Yes,346.96,1482.2,2
711,195,12,No,Yes,Yes,Thursday,No,No,328.365,1268.02,1
2512,213,28,No,Yes,Yes,Friday,No,Yes,449.64,1633.81,5
1620,205,26,Yes,Yes,Yes,Friday,No,Yes,445.48,1517.46,3
1254,212,27,No,No,Yes,Saturday,No,Yes,367.06,1467.51,2
2132,202,20,No,Yes,Yes,Saturday,No,Yes,443.32,1568.96,4
1298,209,7,No,Yes,Yes,Saturday,No,Yes,356.33,1582.31,2
1368,203,25,No,Yes,Yes,Sunday,No,Yes,414.83,1492.06,2
2011,223,33,No,Yes,Yes,Tuesday,No,No,384.985,1274.77,4
685,221,20,Yes,Yes,Yes,Tuesday,No,No,321.775,1260.7,1
2821,212,18,No,Yes,Yes,Friday,No,Yes,419.835,1627.26,5
2630,213,20,No,Yes,No,Sunday,No,Yes,380.04,1463.66,5
906,206,34,No,Yes,Yes,Wednesday,No,No,302.14,1287.74,2
790,215,24,Yes,Yes,Yes,Saturday,No,Yes,457.31,1627.61,1
1502,212,19,No,Yes,Yes,Wednesday,No,No,351.72,1355.68,3
634,204,20,Yes,No,Yes,Thursday,No,No,250.41,1024.78,1
2493,205,26,No,No,Yes,Wednesday,No,No,287.445,1249.57,5
700,214,21,No,No,Yes,Wednesday,No,No,240.16,1146.68,1
571,208,32,No,Yes,Yes,Monday,No,No,274.865,1181.73,1
1871,219,37,No,Yes,Yes,Sunday,No,Yes,414.445,1503.98,3
834,215,12,No,Yes,Yes,Tuesday,No,No,318.19,1221.7,2
2178,202,30,No,Yes,Yes,Friday,No,Yes,475.15,1635.51,4
2209,202,29,No,Yes,No,Monday,No,No,320.305,1237.8,4
1036,198,22,No,No,Yes,Thursday,No,No,290.2,1162.4,2
689,217,19,No,Yes,Yes,Sunday,No,Yes,317.875,1521.93,1
1676,199,35,No,Yes,Yes,Sunday,No,Yes,423.29,1469.54,3
1329,216,31,Yes,Yes,Yes,Thursday,No,No,314.455,1242.91,2
2193,215,28,No,Yes,Yes,Sunday,No,Yes,428.555,1524.84,4
1383,210,17,No,Yes,Yes,Sunday,No,Yes,412.535,1556.81,3
1812,173,15,Yes,Yes,No,Wednesday,Yes,No,217.26,1134.65,3
2207,208,20,No,No,Yes,Tuesday,No,No,331.985,1247.36,4
2146,211,37,No,Yes,Yes,Saturday,No,Yes,434.04,1624.61,4
4026,207,23,Yes,Yes,No,Tuesday,No,No,327.88,1400.51,7
2620,216,18,Yes,No,Yes,Tuesday,No,No,276.37,1266.95,5
4074,197,27,Yes,Yes,Yes,Saturday,No,Yes,509.82,1732.45,7
2339,206,42,No,Yes,Yes,Sunday,No,Yes,484.615,1632.18,4
2149,205,19,No,Yes,Yes,Tuesday,No,No,310.255,1259.23,4
1846,220,19,No,No,Yes,Sunday,No,Yes,358.54,1483.08,3
2370,202,18,No,Yes,Yes,Friday,No,Yes,405.01,1640.16,4
822,219,31,No,Yes,Yes,Friday,No,Yes,368.86,1492.02,1
758,207,25,No,Yes,Yes,Sunday,No,Yes,413.78,1470.24,1
1172,210,23,Yes,Yes,Yes,Saturday,No,Yes,430.59,1585.39,2
1720,211,43,No,Yes,Yes,Wednesday,No,No,348.3,1315.32,3
2061,213,26,No,Yes,Yes,Monday,No,No,363.325,1313.66,4
2006,214,27,Yes,Yes,Yes,Wednesday,No,No,397.53,1356.29,4
1752,153,23,No,Yes,Yes,Monday,Yes,No,284.44,1207.92,3
2579,215,25,No,Yes,Yes,Monday,No,No,354.065,1294.1,5
1950,215,28,No,No,Yes,Monday,No,No,252.07,1199.13,4
2302,160,34,No,Yes,Yes,Saturday,Yes,Yes,297.18,1604.35,4
1632,217,39,No,Yes,Yes,Monday,No,No,329.42,1237.97,3
2491,210,24,No,Yes,No,Friday,No,Yes,350.605,1455.42,5
764,211,25,No,Yes,Yes,Saturday,No,Yes,319.82,1619.1,1
2480,203,29,No,Yes,Yes,Wednesday,No,No,339.02,1261.59,5
2106,215,13,No,Yes,Yes,Sunday,No,Yes,394.57,1526.56,4
1571,205,19,No,Yes,Yes,Thursday,No,No,326.615,1239.04,3
2734,224,12,No,Yes,Yes,Saturday,No,Yes,462.74,1640.28,5
1519,214,11,Yes,Yes,Yes,Saturday,No,Yes,448.855,1612.14,3
1995,199,26,No,Yes,Yes,Sunday,No,Yes,405.845,1477.77,4
952,215,10,No,Yes,No,Saturday,No,Yes,368.58,1491.08,2
4208,199,19,No,Yes,Yes,Tuesday,No,No,397.1,1370.85,8
2042,207,22,Yes,Yes,Yes,Saturday,No,Yes,456.72,1577.92,4
2414,215,29,Yes,Yes,Yes,Saturday,No,Yes,446.75,1651.78,4
2393,219,22,Yes,Yes,Yes,Saturday,No,Yes,477.655,1641.05,4
2796,215,24,Yes,Yes,Yes,Monday,No,No,364.94,1345.2,5
4084,206,22,Yes,Yes,Yes,Sunday,No,Yes,483.55,1687.42,7
2087,200,31,No,No,Yes,Tuesday,No,No,290.765,1200.49,4
2656,214,23,Yes,No,Yes,Wednesday,No,No,318.25,1206.39,5
3962,213,26,No,Yes,Yes,Saturday,No,Yes,517.79,1633.28,7
865,217,31,No,Yes,No,Sunday,No,Yes,361.535,1426.36,2
1850,209,16,Yes,Yes,Yes,Saturday,No,Yes,442.31,1515.98,3
1867,210,28,Yes,No,No,Friday,No,Yes,257.565,1439.87,3
1517,212,42,No,Yes,Yes,Saturday,No,Yes,403.645,1524.64,3
1766,211,21,Yes,Yes,Yes,Monday,No,No,340.88,1255.85,3
1971,199,29,Yes,Yes,Yes,Tuesday,No,No,350.845,1244.43,4
2197,209,11,Yes,Yes,Yes,Friday,No,Yes,483.495,1551.95,4
2141,200,27,No,Yes,Yes,Saturday,No,Yes,428.485,1577.41,4
3842,179,28,No,Yes,Yes,Tuesday,Yes,No,316.32,1253.99,7
927,206,25,No,No,Yes,Saturday,No,Yes,322.325,1523.68,2
2895,194,19,No,Yes,No,Saturday,No,Yes,392.225,1594.06,5
2623,216,26,No,Yes,Yes,Monday,No,No,317.845,1369.95,5
4094,216,5,No,No,No,Monday,No,No,307.17,1262.32,7
2383,209,31,Yes,Yes,Yes,Friday,No,Yes,450.525,1505.3,4
1601,158,32,Yes,Yes,Yes,Sunday,Yes,Yes,306.325,1592.17,3
2127,208,21,No,No,Yes,Tuesday,No,No,284.245,1156.6,4
2244,202,21,No,Yes,Yes,Saturday,No,Yes,464.74,1591.79,4
878,213,20,Yes,Yes,Yes,Saturday,No,Yes,371.32,1557.15,2
1807,210,12,Yes,Yes,Yes,Friday,No,Yes,477.885,1614.18,3
1737,222,21,No,Yes,Yes,Tuesday,No,No,325.475,1241.02,3
2774,206,24,No,Yes,Yes,Friday,No,Yes,473.59,1631.18,5
606,203,21,No,Yes,Yes,Sunday,No,Yes,359.42,1547.69,1
2276,168,20,No,Yes,Yes,Monday,Yes,No,289.56,1247.41,4
1338,200,28,No,Yes,Yes,Thursday,No,No,337.82,1178.91,2
1987,198,24,No,Yes,Yes,Saturday,No,Yes,377.075,1607.78,4
1397,200,18,No,Yes,Yes,Sunday,No,Yes,433.285,1565.56,3
2304,205,27,No,Yes,Yes,Friday,No,Yes,402.5,1579.9,4
2185,168,32,No,Yes,Yes,Tuesday,Yes,No,270.845,1348.27,4
2951,225,32,No,Yes,Yes,Friday,No,Yes,435.445,1617.21,5
1706,224,17,No,No,No,Monday,No,No,225.58,1088.84,3
856,210,28,No,Yes,Yes,Friday,No,Yes,352.47,1573.29,2
2295,198,23,No,Yes,Yes,Thursday,No,No,375.515,1327.04,4
2179,225,19,Yes,Yes,Yes,Saturday,No,Yes,457.725,1548.9,4
3591,215,33,No,Yes,Yes,Monday,No,No,369.075,1426.81,7
2191,200,17,No,Yes,Yes,Saturday,No,Yes,452.805,1567.73,4
2161,210,30,No,Yes,Yes,Sunday,No,Yes,417.095,1577.72,4
2038,155,29,No,No,Yes,Thursday,Yes,No,234.06,1222.19,4
1543,187,30,Yes,No,Yes,Friday,No,Yes,355.595,1478.41,3
887,217,27,No,Yes,Yes,Friday,No,Yes,432.125,1511.66,2
1880,207,23,Yes,Yes,Yes,Sunday,No,Yes,442.67,1568.93,3
892,213,25,No,Yes,Yes,Monday,No,No,305.49,1233.24,2
3768,208,17,Yes,Yes,Yes,Wednesday,No,No,349.66,1416,7
2349,206,25,No,No,Yes,Friday,No,Yes,338.725,1489.59,4
1654,196,46,No,Yes,Yes,Sunday,No,Yes,465.38,1586.65,3
3673,219,31,No,Yes,No,Tuesday,No,No,300.375,1373.48,7
1005,209,33,Yes,No,Yes,Wednesday,No,No,248.165,1187.9,2
2392,164,42,No,Yes,Yes,Saturday,Yes,Yes,387.49,1540.86,4
805,211,19,No,Yes,Yes,Friday,No,Yes,379.375,1520.51,1
2256,199,21,No,Yes,Yes,Saturday,No,Yes,376.41,1625.62,4
2671,164,12,Yes,No,Yes,Monday,Yes,No,257.875,1353.77,5
1460,224,21,No,Yes,Yes,Saturday,No,Yes,392.52,1527.09,3
1814,212,30,No,No,Yes,Saturday,No,Yes,370.55,1487.47,3
2646,210,25,No,Yes,Yes,Saturday,No,Yes,421.33,1670.1,5
891,223,27,No,Yes,Yes,Friday,No,Yes,410.565,1530.69,2
2449,200,25,Yes,Yes,Yes,Monday,No,No,349.925,1332.59,4
2129,203,28,No,Yes,No,Tuesday,No,No,255.235,1137.31,4
1628,206,19,No,Yes,Yes,Saturday,No,Yes,400.43,1592.86,3
2267,191,38,No,Yes,Yes,Monday,No,No,336.125,1360.37,4
4166,194,15,No,No,Yes,Friday,No,Yes,418.62,1613.05,8
1733,214,26,No,Yes,No,Sunday,No,Yes,367.425,1551.42,3
1667,223,20,Yes,Yes,Yes,Saturday,No,Yes,486.725,1649.69,3
4121,209,24,No,No,Yes,Sunday,No,Yes,450.135,1554.83,7
3468,205,25,No,Yes,No,Tuesday,No,No,331.73,1243.14,6
2648,215,14,Yes,Yes,Yes,Monday,No,No,371.49,1310.9,5
2321,211,33,Yes,Yes,Yes,Tuesday,No,No,398.985,1245.45,4
2412,208,33,No,Yes,Yes,Sunday,No,Yes,459.13,1600.1,4
2710,216,14,No,No,Yes,Monday,No,No,271.89,1219.42,5
2782,214,32,No,Yes,Yes,Sunday,No,Yes,467.06,1660.42,5
469,209,27,No,No,Yes,Saturday,No,Yes,323.595,1410.28,1
3138,220,30,No,Yes,Yes,Monday,No,No,379.11,1314.26,6
2264,162,29,No,Yes,Yes,Sunday,Yes,Yes,354.79,1575.38,4
1968,227,33,No,No,Yes,Friday,No,Yes,317.55,1457.38,4
2588,210,30,No,Yes,Yes,Monday,No,No,308.09,1315.29,5
1882,220,25,No,Yes,No,Saturday,No,Yes,405.16,1481.29,3
1453,150,32,No,Yes,Yes,Tuesday,Yes,No,255.815,1169.95,3
2046,201,40,Yes,No,Yes,Thursday,No,No,316.84,1231.52,4
624,167,20,No,No,Yes,Saturday,Yes,Yes,277.53,1345.99,1
2735,208,39,Yes,No,Yes,Sunday,No,Yes,399.205,1680.14,5
3916,212,12,No,Yes,Yes,Sunday,No,Yes,393.95,1675.71,7
1919,194,20,No,Yes,Yes,Friday,No,Yes,448.375,1492.3,3
1676,215,36,No,Yes,Yes,Wednesday,No,No,322.97,1336.51,3
1994,215,33,Yes,Yes,Yes,Friday,No,Yes,439.74,1607.04,4
937,203,22,Yes,Yes,Yes,Sunday,No,Yes,396.745,1575.57,2
2378,204,17,No,Yes,Yes,Friday,No,Yes,414.15,1554.81,4
2784,210,18,No,No,Yes,Sunday,No,Yes,341.22,1498.71,5
1825,203,19,No,Yes,Yes,Saturday,No,Yes,372.905,1557.8,3
2511,218,31,No,Yes,Yes,Sunday,No,Yes,425.915,1591.48,5
3982,196,25,No,Yes,No,Tuesday,No,No,304.96,1408,7
1924,205,31,No,Yes,Yes,Monday,No,No,337.27,1236.96,3
3428,201,32,No,Yes,Yes,Monday,No,No,408.64,1271.84,6
1862,205,28,No,Yes,Yes,Friday,No,Yes,458.08,1602.82,3
2751,205,22,No,No,Yes,Saturday,No,Yes,351.045,1551.39,5
495,215,17,No,Yes,Yes,Thursday,No,No,277.685,1166.92,1
1396,195,23,No,No,Yes,Thursday,No,No,296.92,1081.59,3
3513,214,27,Yes,Yes,Yes,Wednesday,No,No,416.275,1301.47,6
2681,213,30,Yes,Yes,Yes,Saturday,No,Yes,479.685,1642.22,5
1842,216,30,No,Yes,Yes,Sunday,No,Yes,406.61,1563.89,3
833,208,29,No,Yes,Yes,Wednesday,No,No,344.545,1210.97,2
672,210,24,Yes,Yes,Yes,Sunday,No,Yes,474.35,1572.13,1
707,205,27,No,No,Yes,Monday,No,No,241.315,1115,1
2806,215,25,Yes,Yes,Yes,Saturday,No,Yes,532.57,1662.82,5
2534,215,13,No,Yes,Yes,Saturday,No,Yes,417.76,1557.57,5
2431,202,25,No,Yes,Yes,Saturday,No,Yes,424.855,1542.69,4
790,210,26,No,Yes,Yes,Friday,No,Yes,336.16,1491.05,1
1920,209,30,No,Yes,Yes,Wednesday,No,No,387.61,1277.2,3
1304,208,27,Yes,Yes,Yes,Sunday,No,Yes,419.28,1556.96,2
1577,159,22,No,Yes,Yes,Thursday,Yes,No,291.585,1280.32,3
3777,206,24,Yes,No,Yes,Friday,No,Yes,379.655,1662.71,7
981,208,26,Yes,Yes,Yes,Friday,No,Yes,399.495,1538.86,2
823,207,28,Yes,Yes,No,Sunday,No,Yes,341.735,1410.52,1
2057,213,32,No,Yes,Yes,Friday,No,Yes,399.375,1574.35,4
1877,208,25,No,No,Yes,Sunday,No,Yes,339.135,1456.53,3
2412,205,19,No,No,Yes,Monday,No,No,248.49,1235.88,4
2534,213,23,No,Yes,Yes,Friday,No,Yes,368.45,1538.75,5
1803,202,20,No,Yes,Yes,Friday,No,Yes,433.835,1493.67,3
2176,163,30,No,Yes,Yes,Saturday,Yes,Yes,380.32,1522.6,4
2419,195,27,No,Yes,Yes,Wednesday,No,No,376.235,1291.56,4
827,214,21,No,Yes,Yes,Saturday,No,Yes,421.715,1424.78,2
2120,207,19,No,Yes,Yes,Monday,No,No,333.52,1296.06,4
1061,221,23,No,Yes,Yes,Wednesday,No,No,340.455,1228.25,2
815,215,19,Yes,No,Yes,Monday,No,No,233.655,1192.69,1
2918,217,22,Yes,Yes,Yes,Saturday,No,Yes,471.63,1629.21,5
988,219,28,No,Yes,Yes,Wednesday,No,No,308.09,1313.36,2
681,217,23,No,Yes,Yes,Sunday,No,Yes,325.965,1494.47,1
2783,189,22,No,Yes,No,Saturday,No,Yes,404.635,1434.03,5
2334,208,41,No,Yes,Yes,Monday,No,No,359.46,1299.09,4
482,178,27,No,Yes,Yes,Friday,Yes,Yes,287.35,1434.82,1
1299,206,24,No,Yes,Yes,Friday,No,Yes,369.525,1516.69,2
2045,206,35,No,No,Yes,Sunday,No,Yes,355.175,1510.13,4
1290,211,26,Yes,Yes,Yes,Monday,No,No,341.81,1252.02,2
2529,213,34,Yes,Yes,Yes,Tuesday,No,No,355.375,1366.03,5
1396,211,23,No,Yes,Yes,Sunday,No,Yes,397.76,1580.36,3
1736,171,36,No,Yes,Yes,Sunday,Yes,Yes,365.58,1570.7,3
3952,214,29,No,Yes,Yes,Wednesday,No,No,334.95,1404.87,7
2638,202,21,Yes,Yes,Yes,Saturday,No,Yes,506.39,1581.68,5
1736,192,23,No,Yes,Yes,Saturday,No,Yes,397.19,1505.83,3
828,209,26,No,Yes,Yes,Monday,No,No,368.79,1196.65,2
796,201,29,Yes,Yes,No,Wednesday,No,No,286.85,1131.61,1
479,213,37,No,No,Yes,Saturday,No,Yes,333.955,1381.96,1
788,215,27,No,Yes,Yes,Friday,No,Yes,359.05,1455.41,1
1122,212,23,Yes,Yes,No,Friday,No,Yes,381.15,1371.99,2
1167,224,26,Yes,Yes,Yes,Friday,No,Yes,393.155,1473.53,2
1901,221,12,No,Yes,Yes,Tuesday,No,No,344.305,1312.48,3
1501,231,25,No,No,No,Saturday,No,Yes,249.345,1501.44,3
488,222,11,No,Yes,Yes,Thursday,No,No,333.25,1159.2,1
1594,222,28,No,Yes,Yes,Saturday,No,Yes,410.21,1452.28,3
687,226,25,Yes,Yes,Yes,Wednesday,No,No,322.005,1185.83,1
1766,214,23,Yes,Yes,Yes,Thursday,No,No,319.77,1371.4,3
2026,201,18,Yes,No,Yes,Sunday,No,Yes,338.4,1600.71,4
4042,173,27,Yes,Yes,Yes,Friday,Yes,Yes,405.51,1712.01,7
2155,197,23,No,Yes,Yes,Saturday,No,Yes,462.745,1626.97,4
1847,202,34,No,Yes,Yes,Sunday,No,Yes,375.525,1589.73,3
2909,198,13,No,Yes,Yes,Saturday,No,Yes,514.415,1582.53,5
716,212,15,Yes,Yes,Yes,Friday,No,Yes,405.94,1513.57,1
1448,213,32,No,Yes,Yes,Saturday,No,Yes,390.74,1647.39,3
2186,202,23,No,Yes,Yes,Saturday,No,Yes,443.82,1598.79,4
1904,210,21,No,Yes,Yes,Friday,No,Yes,465.36,1497.69,3
3994,227,26,No,No,Yes,Saturday,No,Yes,392.99,1524.96,7
2794,207,20,Yes,Yes,Yes,Monday,No,No,408.08,1270.23,5
1926,200,37,No,Yes,Yes,Wednesday,No,No,349.48,1254.68,4
817,217,37,No,Yes,Yes,Monday,No,No,304.565,1217.87,1
905,195,29,No,Yes,Yes,Wednesday,No,No,323.535,1197.36,2
818,206,37,No,Yes,Yes,Wednesday,No,No,282.14,1240.06,1
1789,221,33,No,Yes,Yes,Saturday,No,Yes,449.745,1590.59,3
2526,212,21,No,Yes,Yes,Saturday,No,Yes,403.56,1608.6,5
1277,207,44,No,No,Yes,Tuesday,No,No,272.615,1206.88,2
2508,205,26,Yes,No,Yes,Friday,No,Yes,350.29,1539.26,5
3876,201,33,Yes,No,Yes,Monday,No,No,299.4,1254.2,7
2351,210,29,No,Yes,Yes,Saturday,No,Yes,411.075,1597.17,4
2085,224,32,Yes,Yes,Yes,Saturday,No,Yes,419.355,1485.91,4
1645,205,27,No,Yes,No,Saturday,No,Yes,322.795,1488.1,3
2380,214,24,No,No,Yes,Sunday,No,Yes,376.54,1427.23,4
2188,212,32,Yes,Yes,Yes,Wednesday,No,No,351.02,1260.51,4
2776,192,27,No,Yes,Yes,Saturday,No,Yes,476.51,1584.15,5
2564,209,34,Yes,No,Yes,Saturday,No,Yes,394.79,1580.24,5
4200,213,26,No,Yes,Yes,Saturday,No,Yes,461.8,1664.55,8
1822,209,25,Yes,No,Yes,Thursday,No,No,263.79,1209.65,3
900,198,24,No,No,Yes,Sunday,No,Yes,296.95,1487.97,2
2217,216,17,No,Yes,Yes,Sunday,No,Yes,443.525,1597.22,4
2076,209,33,No,Yes,Yes,Wednesday,No,No,362.13,1424.57,4
2074,204,38,No,Yes,Yes,Friday,No,Yes,412.46,1566.66,4
1536,194,38,No,Yes,No,Sunday,No,Yes,334.15,1432.98,3
2223,190,23,No,No,Yes,Monday,No,No,214.015,1210.93,4
1372,210,22,No,No,Yes,Saturday,No,Yes,328.72,1465.1,2
3985,217,31,No,Yes,Yes,Friday,No,Yes,460.425,1689.03,7
2713,208,29,No,Yes,Yes,Saturday,No,Yes,447.735,1596.86,5
2118,197,17,No,Yes,Yes,Thursday,No,No,316.51,1304.46,4
2048,215,9,Yes,Yes,Yes,Sunday,No,Yes,364.33,1520.06,4
1535,219,22,No,Yes,Yes,Sunday,No,Yes,461.845,1504.33,3
2105,216,36,No,Yes,Yes,Friday,No,Yes,450.645,1612.31,4
565,211,17,No,Yes,Yes,Tuesday,No,No,334.515,1132.11,1
1681,235,15,No,Yes,Yes,Monday,No,No,390.565,1257.29,3
700,214,22,No,Yes,No,Wednesday,No,No,258.73,1087.9,1
1845,196,14,No,Yes,No,Monday,No,No,278.755,1238.7,3
855,209,14,Yes,No,Yes,Saturday,No,Yes,345.295,1404.28,2
601,220,28,Yes,No,No,Thursday,No,No,202.855,1100.65,1
4007,216,19,Yes,Yes,Yes,Friday,No,Yes,491.815,1734.56,7
2302,207,38,No,No,Yes,Sunday,No,Yes,373.53,1516.32,4
1929,217,32,No,Yes,No,Monday,No,No,339.745,1079.8,4
2604,209,16,No,No,Yes,Saturday,No,Yes,398.19,1496.11,5
1057,224,16,No,Yes,Yes,Wednesday,No,No,354.335,1257.21,2
828,206,9,No,Yes,Yes,Sunday,No,Yes,354.07,1471.42,2
2139,224,19,Yes,No,Yes,Wednesday,No,No,339.695,1231.2,4
699,213,36,No,Yes,No,Tuesday,No,No,224.945,1147.27,1
1789,222,20,No,Yes,Yes,Tuesday,No,No,317.155,1225.38,3
2498,214,23,Yes,Yes,Yes,Monday,No,No,353.77,1364.18,5
678,203,38,No,Yes,Yes,Sunday,No,Yes,413.17,1579.04,1
524,218,29,Yes,No,Yes,Sunday,No,Yes,356.2,1398.09,1
2098,202,20,No,Yes,Yes,Saturday,No,Yes,406.36,1617.78,4
1896,199,30,Yes,Yes,Yes,Sunday,No,Yes,391.13,1621.71,3
1911,214,36,Yes,Yes,Yes,Saturday,No,Yes,407.005,1646.89,3
2352,209,35,No,No,Yes,Wednesday,No,No,269.85,1212.54,4
2812,214,29,No,Yes,No,Saturday,No,Yes,338.81,1543.12,5
2297,219,28,No,Yes,Yes,Saturday,No,Yes,424.825,1658.78,4
860,208,38,No,Yes,No,Sunday,No,Yes,361.93,1488.69,2
1695,205,20,No,Yes,Yes,Saturday,No,Yes,398.385,1592.8,3
877,208,25,No,Yes,Yes,Friday,No,Yes,390.345,1551.96,2
1597,208,44,No,Yes,Yes,Friday,No,Yes,439.895,1545.47,3
762,195,26,Yes,Yes,No,Sunday,No,Yes,304.43,1490.17,1
2205,220,13,No,Yes,Yes,Thursday,No,No,352.145,1260.44,4
4102,203,15,No,Yes,Yes,Wednesday,No,No,375.93,1369.19,7
676,216,18,Yes,Yes,Yes,Sunday,No,Yes,362.21,1521.55,1
1708,203,39,No,Yes,Yes,Monday,No,No,352.14,1197.15,3
3928,204,31,No,Yes,Yes,Wednesday,No,No,361.93,1405.15,7
3913,209,22,No,Yes,Yes,Tuesday,No,No,393.975,1405.41,7
2354,208,29,No,Yes,Yes,Monday,No,No,337.72,1309.56,4
4248,203,27,Yes,Yes,Yes,Friday,No,Yes,507.56,1783.46,8
2671,208,21,Yes,Yes,Yes,Saturday,No,Yes,509.805,1564.1,5
2845,214,23,Yes,Yes,Yes,Saturday,No,Yes,483.595,1588.54,5
926,198,32,No,Yes,Yes,Tuesday,No,No,299.82,1185.4,2
1668,207,32,No,Yes,Yes,Wednesday,No,No,352.98,1262.9,3
776,211,11,Yes,Yes,Yes,Wednesday,No,No,337.35,1228.95,1
666,229,40,Yes,Yes,Yes,Sunday,No,Yes,445.19,1554.88,1
2425,211,20,Yes,Yes,No,Thursday,No,No,268.645,1140.93,4
3677,208,26,Yes,No,Yes,Saturday,No,Yes,444.725,1541.72,7
794,207,25,No,Yes,Yes,Wednesday,No,No,307.75,1126.71,1
811,214,12,Yes,No,Yes,Sunday,No,Yes,313.455,1454.7,1
676,215,19,Yes,No,Yes,Saturday,No,Yes,341.1,1495.01,1
645,224,36,Yes,Yes,Yes,Friday,No,Yes,395.865,1569.47,1
3354,215,24,No,Yes,Yes,Monday,No,No,366.3,1375,6
780,204,16,No,Yes,Yes,Monday,No,No,294.57,1190.57,1
2078,211,27,No,Yes,Yes,Friday,No,Yes,421.51,1598.33,4
3173,216,28,No,Yes,No,Tuesday,No,No,318.845,1268.57,6
2760,211,26,No,Yes,Yes,Sunday,No,Yes,446.04,1613.08,5
1219,222,10,No,Yes,Yes,Friday,No,Yes,363.825,1530.4,2
2450,216,19,No,Yes,Yes,Tuesday,No,No,365.33,1274.84,4
2102,221,19,No,Yes,Yes,Friday,No,Yes,416.74,1654.19,4
1052,213,24,No,Yes,Yes,Thursday,No,No,276.42,1234.17,2
1518,208,25,No,Yes,Yes,Wednesday,No,No,305.82,1288.09,3
741,214,28,No,Yes,Yes,Sunday,No,Yes,375.785,1559.21,1
742,222,18,No,Yes,No,Saturday,No,Yes,334.73,1468.89,1
1434,206,16,Yes,Yes,Yes,Monday,No,No,345.86,1234.29,3
2631,208,13,No,Yes,Yes,Wednesday,No,No,347.125,1322.22,5
1885,212,23,No,No,Yes,Thursday,No,No,237.065,1268.51,3
2559,222,26,Yes,Yes,Yes,Friday,No,Yes,461.095,1641.87,5
2082,209,39,No,No,Yes,Thursday,No,No,290.95,1214.57,4
974,207,39,Yes,Yes,Yes,Saturday,No,Yes,443.11,1568.09,2
1084,213,39,No,Yes,Yes,Friday,No,Yes,402.27,1553.06,2
3986,209,29,No,Yes,Yes,Saturday,No,Yes,487.96,1636.5,7
2461,218,31,No,Yes,Yes,Saturday,No,Yes,434.165,1663.25,4
2081,204,27,Yes,Yes,Yes,Tuesday,No,No,308.545,1248.7,4
2544,203,5,No,No,Yes,Friday,No,Yes,362.45,1556.99,5
1638,213,24,No,Yes,Yes,Saturday,No,Yes,427.95,1616.76,3
3222,217,11,Yes,Yes,No,Friday,No,Yes,409.76,1608.54,6
2104,161,34,Yes,Yes,Yes,Sunday,Yes,Yes,395.32,1593.96,4
4046,209,18,No,Yes,Yes,Friday,No,Yes,516.83,1709.98,7
1946,213,30,No,Yes,Yes,Sunday,No,Yes,362.81,1571.86,4
2245,207,39,No,Yes,Yes,Tuesday,No,No,326.205,1319.39,4
2695,217,14,Yes,Yes,Yes,Saturday,No,Yes,475.435,1661.71,5
2791,213,20,No,No,Yes,Monday,No,No,218.195,1234.79,5
710,203,17,Yes,No,No,Friday,No,Yes,273.07,1386.69,1
1691,201,30,No,Yes,Yes,Saturday,No,Yes,440.355,1595.04,3
1884,200,35,Yes,Yes,Yes,Monday,No,No,365.63,1350.61,3
3394,210,33,No,Yes,Yes,Saturday,No,Yes,493.71,1686.27,6
2907,196,35,No,Yes,Yes,Tuesday,No,No,339.465,1265.28,5
2957,206,27,No,Yes,Yes,Monday,No,No,369.345,1236.79,5
1925,208,14,No,No,Yes,Monday,No,No,272.415,1286.12,4
2116,208,30,No,Yes,Yes,Monday,No,No,352.93,1286.52,4
706,213,41,No,Yes,Yes,Wednesday,No,No,286.64,1259.99,1
3260,205,23,No,No,Yes,Friday,No,Yes,364.88,1506.4,6
3880,203,12,No,Yes,Yes,Tuesday,No,No,347.27,1311.66,7
2418,162,21,No,Yes,Yes,Thursday,Yes,No,287.15,1256.48,4
1455,219,21,No,Yes,Yes,Monday,No,No,324.065,1261.24,3
2357,158,32,Yes,Yes,Yes,Sunday,Yes,Yes,385.765,1623.43,4
370,202,14,Yes,No,Yes,Saturday,No,Yes,338.17,1490.61,1
801,215,26,Yes,Yes,Yes,Thursday,No,No,346.655,1254.22,1
4028,207,25,Yes,No,Yes,Friday,No,Yes,385.84,1567.21,7
1900,219,25,No,No,Yes,Sunday,No,Yes,333.03,1489.41,3
1317,218,32,No,No,Yes,Friday,No,Yes,346.495,1397.98,2
2218,212,23,No,Yes,Yes,Wednesday,No,No,334.11,1300.83,4
